product_id,category,supplier,season,region,store_name,total_customers,total_units_sold,net_quantity_sold,gross_revenue,Cost_Of_Goods_Sold,net_revenue,profit,return_rate,total_transactions,total_discount_received,avg_selling_price,last_sale_date,lifespan_months
37681,Tops,D,Fall,Online,Online,1,1,1,60.23,19.55,60.23000000,40.68,0.000000000000,1,0,60.23000000,2022-05-24,0
37683,Tops,D,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,1,0,25.58,0.00,0.00000000,0.00,100.000000000000,1,10,NULL,2022-02-24,0
37685,Bottoms,B,Summer,Northern Portugal,Porto Center,2,6,6,181.74,450.42,172.65000000,-277.77,0.000000000000,2,10,28.78000000,2024-01-22,37
37686,Accessories,B,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,124.94,22.98,112.45000000,89.47,0.000000000000,1,10,56.22000000,2022-06-17,0
37689,Shoes,C,Spring,Northern Portugal,Porto Center,1,2,2,180.56,143.26,180.56000000,37.30,0.000000000000,1,0,90.28000000,2022-10-01,0
37690,Accessories,C,Fall,Online,Online,1,1,0,165.97,0.00,0.00000000,0.00,100.000000000000,1,0,NULL,2021-06-04,0
37692,Dresses,C,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,207.64,264.76,207.64000000,-57.12,0.000000000000,1,0,51.91000000,2022-01-29,0
37692,Dresses,C,Spring,Northern Portugal,Porto Center,1,1,1,51.91,66.19,51.91000000,-14.28,0.000000000000,1,0,51.91000000,2021-03-12,0
37693,Shoes,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,150.60,174.32,150.60000000,-23.72,0.000000000000,1,0,37.65000000,2022-10-21,0
37694,Tops,C,Winter,Central Portugal,Coimbra Boutique,1,1,1,160.73,58.27,160.73000000,102.46,0.000000000000,1,0,160.73000000,2021-01-06,0
37694,Tops,C,Winter,Online,Online,1,1,1,160.73,58.27,160.73000000,102.46,0.000000000000,1,0,160.73000000,2022-05-27,0
37695,Tops,C,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,292.00,200.28,292.00000000,91.72,0.000000000000,1,0,73.00000000,2021-12-06,0
37696,Dresses,D,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,451.84,47.48,451.84000000,404.36,0.000000000000,1,0,112.96000000,2024-11-26,0
37698,Shoes,C,Winter,Algarve,Faro Outlet,1,3,2,142.95,111.14,95.30000000,-15.84,33.330000000000,1,0,47.65000000,2023-04-12,0
37699,Dresses,B,Summer,Online,Online,1,2,2,106.54,31.86,95.89000000,64.03,0.000000000000,1,10,47.94000000,2021-12-29,0
37701,Bottoms,B,Winter,Central Portugal,Coimbra Boutique,1,2,2,203.82,75.66,142.67000000,67.01,0.000000000000,1,30,71.34000000,2020-11-30,0
37703,Bottoms,A,Summer,Online,Online,1,3,3,164.04,187.89,147.64000000,-40.25,0.000000000000,1,10,49.21000000,2022-02-19,0
37704,Shoes,A,Spring,Northern Portugal,Porto Center,1,3,3,264.09,162.90,211.27000000,48.37,0.000000000000,1,20,70.42000000,2023-11-01,0
37704,Shoes,A,Spring,Online,Online,1,3,3,264.09,162.90,264.09000000,101.19,0.000000000000,1,0,88.03000000,2021-01-31,0
37705,Bottoms,C,Spring,Central Portugal,Coimbra Boutique,1,3,3,581.04,77.82,581.04000000,503.22,0.000000000000,1,0,193.68000000,2020-05-14,0
37705,Bottoms,C,Spring,Online,Online,1,2,2,387.36,51.88,387.36000000,335.48,0.000000000000,1,0,193.68000000,2021-12-03,0
37706,Bottoms,C,Winter,Algarve,Faro Outlet,1,4,4,349.60,225.80,279.68000000,53.88,0.000000000000,1,20,69.92000000,2021-05-03,0
37710,Dresses,B,Summer,Central Portugal,Coimbra Boutique,1,2,2,387.36,105.16,348.62000000,243.46,0.000000000000,1,10,174.31000000,2020-07-01,0
37711,Accessories,D,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,4,3,348.24,188.25,261.18000000,72.93,25.000000000000,1,0,87.06000000,2021-07-20,0
37712,Shoes,D,Spring,Central Portugal,Coimbra Boutique,1,2,2,389.88,57.14,350.89000000,293.75,0.000000000000,1,10,175.45000000,2024-02-09,0
37712,Shoes,D,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,194.94,28.57,194.94000000,166.37,0.000000000000,1,0,194.94000000,2022-12-09,0
37713,Shoes,C,Winter,Central Portugal,Coimbra Boutique,1,1,1,86.17,20.03,86.17000000,66.14,0.000000000000,1,0,86.17000000,2020-12-21,0
37714,Bottoms,B,Winter,Central Portugal,Coimbra Boutique,1,2,2,217.88,109.10,217.88000000,108.78,0.000000000000,1,0,108.94000000,2024-03-30,0
37715,Tops,D,Winter,Northern Portugal,Porto Center,1,3,3,534.27,217.35,NULL,NULL,0.000000000000,1,NULL,NULL,2022-07-07,0
37716,Tops,C,Summer,Central Portugal,Coimbra Boutique,1,3,3,122.76,218.55,110.48000000,-108.07,0.000000000000,1,10,36.83000000,2020-10-22,0
37717,Accessories,C,Summer,Algarve,Faro Outlet,1,4,4,459.92,182.32,459.92000000,277.60,0.000000000000,1,0,114.98000000,2023-09-10,0
37717,Accessories,C,Summer,Central Portugal,Coimbra Boutique,0,3,3,344.94,136.74,344.94000000,208.20,0.000000000000,1,0,114.98000000,2024-09-24,0
37717,Accessories,C,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,3,2,344.94,91.16,229.96000000,138.80,33.330000000000,1,0,114.98000000,2021-12-13,0
37717,Accessories,C,Summer,Online,Online,1,2,2,229.96,91.16,160.97000000,69.81,0.000000000000,1,30,80.49000000,2020-04-29,0
37718,Accessories,D,Spring,Northern Portugal,Porto Center,1,3,3,401.91,75.57,361.72000000,286.15,0.000000000000,1,10,120.57000000,2021-12-28,0
37719,Tops,A,Winter,Online,Online,1,1,1,176.52,45.72,158.87000000,113.15,0.000000000000,1,10,158.87000000,2024-02-23,0
37720,Tops,C,Spring,Online,Online,1,3,2,521.25,31.28,347.50000000,316.22,33.330000000000,1,0,173.75000000,2024-05-01,0
37721,Tops,B,Fall,Central Portugal,Coimbra Boutique,1,4,4,524.60,81.44,NULL,NULL,0.000000000000,1,NULL,NULL,2021-04-06,0
37721,Tops,B,Fall,Northern Portugal,Porto Center,2,3,3,393.45,61.08,393.45000000,332.37,0.000000000000,2,0,131.15000000,2024-10-23,57
37724,Accessories,C,Fall,Online,Online,1,3,3,589.44,224.43,589.44000000,365.01,0.000000000000,1,0,196.48000000,2020-05-21,0
37725,Shoes,A,Spring,Algarve,Faro Outlet,1,1,1,23.32,49.68,20.99000000,-28.69,0.000000000000,1,10,20.99000000,2020-02-08,0
37725,Shoes,A,Spring,Northern Portugal,Porto Center,1,1,1,23.32,49.68,20.99000000,-28.69,0.000000000000,1,10,20.99000000,2020-09-25,0
37728,Dresses,A,Winter,Algarve,Faro Outlet,1,2,1,198.44,12.55,99.22000000,86.67,50.000000000000,1,0,99.22000000,2020-08-24,0
37729,Tops,B,Fall,Online,Online,1,5,5,493.00,185.20,384.54000000,199.34,0.000000000000,2,50,76.91000000,2024-04-25,14
37730,Accessories,B,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,64.79,52.45,64.79000000,12.34,0.000000000000,1,0,64.79000000,2022-10-07,0
37730,Accessories,B,Winter,Northern Portugal,Porto Center,1,4,4,259.16,209.80,233.24000000,23.44,0.000000000000,1,10,58.31000000,2020-01-13,0
37732,Dresses,D,Summer,Online,Online,1,4,4,768.92,23.04,692.03000000,668.99,0.000000000000,1,10,173.01000000,2020-02-16,0
37734,Accessories,A,Winter,Lisbon Metropolitan Area,Lisbon Flagship,2,7,7,784.49,97.16,739.66000000,642.50,0.000000000000,2,10,105.67000000,2022-08-14,7
37736,Shoes,C,Spring,Algarve,Faro Outlet,1,1,1,40.62,56.73,32.50000000,-24.23,0.000000000000,1,20,32.50000000,2021-05-26,0
37736,Shoes,C,Spring,Central Portugal,Coimbra Boutique,1,4,4,162.48,226.92,162.48000000,-64.44,0.000000000000,1,0,40.62000000,2021-09-04,0
37737,Dresses,D,Spring,Northern Portugal,Porto Center,1,2,2,23.02,76.04,20.72000000,-55.32,0.000000000000,1,10,10.36000000,2022-01-25,0
37738,Shoes,B,Summer,Lisbon Metropolitan Area,Lisbon Flagship,2,3,3,553.68,22.59,479.86000000,457.27,0.000000000000,2,30,159.95000000,2022-05-14,20
37740,Shoes,D,Spring,Online,Online,1,4,4,658.60,234.52,658.60000000,424.08,0.000000000000,1,0,164.65000000,2022-09-30,0
37741,Shoes,B,Fall,Online,Online,1,3,3,558.66,225.60,558.66000000,333.06,0.000000000000,1,0,186.22000000,2021-11-09,0
37742,Dresses,D,Fall,Central Portugal,Coimbra Boutique,1,1,1,167.74,49.57,150.97000000,101.40,0.000000000000,1,10,150.97000000,2021-01-26,0
37742,Dresses,D,Fall,Online,Online,1,4,4,670.96,198.28,603.86000000,405.58,0.000000000000,1,10,150.97000000,2024-05-27,0
37744,Tops,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,102.63,51.68,102.63000000,50.95,0.000000000000,1,0,102.63000000,2023-06-01,0
37745,Shoes,C,Fall,Northern Portugal,Porto Center,1,3,3,119.58,75.66,107.62000000,31.96,0.000000000000,1,10,35.87000000,2024-05-27,0
37745,Shoes,C,Fall,Online,Online,1,2,2,79.72,50.44,55.80000000,5.36,0.000000000000,1,30,27.90000000,2020-08-12,0
37747,Tops,A,Winter,Northern Portugal,Porto Center,2,5,4,52.40,170.48,33.54000000,-136.94,20.000000000000,2,20,8.38000000,2024-01-01,13
37749,Accessories,D,Summer,Northern Portugal,Porto Center,1,1,1,39.59,29.31,39.59000000,10.28,0.000000000000,1,0,39.59000000,2024-08-08,0
37750,Tops,A,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,234.33,21.27,187.46000000,166.19,0.000000000000,1,20,62.49000000,2020-03-01,0
37750,Tops,A,Summer,Online,Online,1,2,2,156.22,14.18,156.22000000,142.04,0.000000000000,1,0,78.11000000,2023-05-01,0
37751,Accessories,D,Summer,Online,Online,1,4,4,721.64,199.44,721.64000000,522.20,0.000000000000,1,0,180.41000000,2021-05-02,0
37752,Bottoms,D,Winter,Central Portugal,Coimbra Boutique,1,1,1,82.41,17.60,82.41000000,64.81,0.000000000000,1,0,82.41000000,2023-03-05,0
37752,Bottoms,D,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,329.64,70.40,NULL,NULL,0.000000000000,1,NULL,NULL,2020-11-03,0
37753,Tops,A,Summer,Online,Online,1,3,3,148.17,29.31,118.54000000,89.23,0.000000000000,1,20,39.51000000,2020-07-23,0
37754,Dresses,B,Winter,Algarve,Faro Outlet,2,7,7,385.84,459.62,341.74000000,-117.88,0.000000000000,2,20,48.82000000,2023-10-09,15
37754,Dresses,B,Winter,Online,Online,1,4,4,220.48,262.64,198.43000000,-64.21,0.000000000000,1,10,49.61000000,2022-04-09,0
37755,Bottoms,C,Summer,Central Portugal,Coimbra Boutique,1,4,4,601.36,100.64,420.95000000,320.31,0.000000000000,1,30,105.24000000,2022-05-11,0
37757,Accessories,C,Winter,Northern Portugal,Porto Center,1,3,3,233.94,163.80,233.94000000,70.14,0.000000000000,1,0,77.98000000,2021-04-17,0
37758,Shoes,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,167.79,21.23,167.79000000,146.56,0.000000000000,1,0,167.79000000,2024-06-18,0
37759,Dresses,A,Summer,Northern Portugal,Porto Center,1,1,1,120.24,16.98,120.24000000,103.26,0.000000000000,1,0,120.24000000,2024-10-04,0
37761,Accessories,B,Winter,Algarve,Faro Outlet,1,2,2,55.04,124.60,55.04000000,-69.56,0.000000000000,1,0,27.52000000,2021-10-07,0
37762,Accessories,B,Summer,Online,Online,1,2,2,97.24,130.60,97.24000000,-33.36,0.000000000000,1,0,48.62000000,2020-12-10,0
37763,Bottoms,B,Winter,Northern Portugal,Porto Center,1,4,4,143.28,239.44,143.28000000,-96.16,0.000000000000,1,0,35.82000000,2020-11-10,0
37764,Accessories,C,Fall,Central Portugal,Coimbra Boutique,1,3,3,440.01,128.31,396.01000000,267.70,0.000000000000,1,10,132.00000000,2020-11-10,0
37766,Bottoms,A,Winter,Central Portugal,Coimbra Boutique,1,2,1,237.04,9.86,118.52000000,108.66,50.000000000000,1,0,118.52000000,2022-12-10,0
37767,Bottoms,D,Summer,Algarve,Faro Outlet,1,3,2,484.86,52.20,323.24000000,271.04,33.330000000000,1,0,161.62000000,2024-08-10,0
37769,Dresses,D,Winter,Northern Portugal,Porto Center,1,1,1,170.51,9.92,170.51000000,160.59,0.000000000000,1,0,170.51000000,2020-09-19,0
37770,Dresses,D,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,564.54,108.57,564.54000000,455.97,0.000000000000,1,0,188.18000000,2021-07-26,0
37771,Bottoms,A,Winter,Algarve,Faro Outlet,1,4,4,374.20,108.20,374.20000000,266.00,0.000000000000,1,0,93.55000000,2024-09-11,0
37771,Bottoms,A,Winter,Central Portugal,Coimbra Boutique,1,4,4,374.20,108.20,299.36000000,191.16,0.000000000000,1,20,74.84000000,2024-10-13,0
37771,Bottoms,A,Winter,Online,Online,1,4,4,374.20,108.20,374.20000000,266.00,0.000000000000,1,0,93.55000000,2023-04-25,0
37773,Tops,D,Spring,Algarve,Faro Outlet,1,2,2,46.70,99.98,46.70000000,-53.28,0.000000000000,1,0,23.35000000,2023-08-05,0
37773,Tops,D,Spring,Northern Portugal,Porto Center,1,4,3,93.40,149.97,70.05000000,-79.92,25.000000000000,1,0,23.35000000,2023-03-13,0
37775,Accessories,C,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,675.20,297.08,675.20000000,378.12,0.000000000000,1,0,168.80000000,2022-02-17,0
37775,Accessories,C,Winter,Online,Online,1,1,1,168.80,74.27,151.92000000,77.65,0.000000000000,1,10,151.92000000,2022-02-13,0
37776,Tops,A,Fall,Algarve,Faro Outlet,1,4,4,199.36,170.44,199.36000000,28.92,0.000000000000,1,0,49.84000000,2020-09-02,0
37776,Tops,A,Fall,Central Portugal,Coimbra Boutique,1,1,1,49.84,42.61,34.89000000,-7.72,0.000000000000,1,30,34.89000000,2023-02-03,0
37778,Dresses,A,Spring,Central Portugal,Coimbra Boutique,1,2,2,189.00,157.26,189.00000000,31.74,0.000000000000,1,0,94.50000000,2024-03-25,0
37784,Shoes,D,Fall,Algarve,Faro Outlet,1,4,4,650.68,156.40,585.61000000,429.21,0.000000000000,1,10,146.40000000,2020-04-13,0
37784,Shoes,D,Fall,Central Portugal,Coimbra Boutique,1,2,2,325.34,78.20,292.81000000,214.61,0.000000000000,1,10,146.40000000,2021-09-23,0
37784,Shoes,D,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,488.01,117.30,488.01000000,370.71,0.000000000000,1,0,162.67000000,2021-06-14,0
37785,Accessories,C,Fall,Central Portugal,Coimbra Boutique,1,3,3,283.83,94.65,283.83000000,189.18,0.000000000000,1,0,94.61000000,2020-01-08,0
37788,Dresses,C,Winter,Central Portugal,Coimbra Boutique,1,4,4,300.44,186.44,300.44000000,114.00,0.000000000000,1,0,75.11000000,2023-01-12,0
37790,Dresses,C,Summer,Northern Portugal,Porto Center,1,3,3,586.32,115.53,527.69000000,412.16,0.000000000000,1,10,175.90000000,2020-12-07,0
37790,Dresses,C,Summer,Online,Online,1,4,4,781.76,154.04,703.58000000,549.54,0.000000000000,1,10,175.90000000,2020-07-30,0
37791,Bottoms,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,562.44,177.88,562.44000000,384.56,0.000000000000,1,0,140.61000000,2021-11-14,0
37792,Dresses,D,Summer,Central Portugal,Coimbra Boutique,1,1,1,133.30,65.65,133.30000000,67.65,0.000000000000,1,0,133.30000000,2020-12-15,0
37792,Dresses,D,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,4,3,533.20,196.95,399.90000000,202.95,25.000000000000,1,0,133.30000000,2023-09-22,0
37793,Shoes,A,Winter,Northern Portugal,Porto Center,1,1,1,166.17,39.55,166.17000000,126.62,0.000000000000,1,0,166.17000000,2022-11-05,0
37793,Shoes,A,Winter,Online,Online,1,4,4,664.68,158.20,664.68000000,506.48,0.000000000000,1,0,166.17000000,2023-02-08,0
37795,Shoes,C,Fall,Lisbon Metropolitan Area,Lisbon Flagship,2,6,6,1150.56,60.78,1150.56000000,1089.78,0.000000000000,2,0,191.76000000,2022-07-31,23
37797,Tops,D,Winter,Online,Online,1,3,2,426.84,28.56,284.56000000,256.00,33.330000000000,1,0,142.28000000,2022-01-05,0
37798,Dresses,A,Fall,Central Portugal,Coimbra Boutique,1,1,1,58.15,72.49,58.15000000,-14.34,0.000000000000,1,0,58.15000000,2023-01-09,0
37799,Dresses,C,Spring,Algarve,Faro Outlet,1,4,4,272.72,124.28,272.72000000,148.44,0.000000000000,1,0,68.18000000,2020-10-12,0
37799,Dresses,C,Spring,Central Portugal,Coimbra Boutique,1,1,1,68.18,31.07,68.18000000,37.11,0.000000000000,1,0,68.18000000,2020-01-31,0
37799,Dresses,C,Spring,Northern Portugal,Porto Center,1,3,3,204.54,93.21,204.54000000,111.33,0.000000000000,1,0,68.18000000,2021-05-09,0
37803,Dresses,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,505.65,31.20,455.09000000,423.89,0.000000000000,1,10,151.70000000,2021-10-23,0
37804,Bottoms,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,381.75,160.11,381.75000000,221.64,0.000000000000,1,0,127.25000000,2022-10-25,0
37805,Dresses,C,Fall,Central Portugal,Coimbra Boutique,1,1,1,140.69,53.19,140.69000000,87.50,0.000000000000,1,0,140.69000000,2020-12-31,0
37806,Accessories,C,Summer,Online,Online,1,4,4,213.96,149.20,213.96000000,64.76,0.000000000000,1,0,53.49000000,2021-07-19,0
37807,Shoes,A,Fall,Algarve,Faro Outlet,1,1,1,15.31,42.05,15.31000000,-26.74,0.000000000000,1,0,15.31000000,2022-08-21,0
37808,Dresses,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,159.96,14.86,143.96000000,129.10,0.000000000000,1,10,71.98000000,2021-09-24,0
37810,Accessories,D,Spring,Algarve,Faro Outlet,2,4,4,147.84,163.64,136.75000000,-26.89,0.000000000000,2,10,34.19000000,2024-08-21,17
37811,Tops,D,Summer,Online,Online,1,2,2,373.96,14.86,373.96000000,359.10,0.000000000000,1,0,186.98000000,2022-05-16,0
37812,Shoes,C,Spring,Algarve,Faro Outlet,1,1,1,177.48,71.39,159.73000000,88.34,0.000000000000,1,10,159.73000000,2021-06-01,0
37813,Shoes,A,Fall,Algarve,Faro Outlet,1,1,1,194.42,75.49,174.98000000,99.49,0.000000000000,1,10,174.98000000,2024-03-02,0
37814,NULL,B,Fall,Northern Portugal,Porto Center,1,4,4,103.28,172.00,92.95000000,-79.05,0.000000000000,1,10,23.24000000,2021-11-14,0
37814,NULL,B,Fall,Online,Online,1,4,4,103.28,172.00,103.28000000,-68.72,0.000000000000,1,0,25.82000000,2023-04-26,0
37816,Dresses,A,Spring,Algarve,Faro Outlet,1,4,4,784.52,207.68,706.07000000,498.39,0.000000000000,1,10,176.52000000,2024-11-22,0
37817,Dresses,B,Spring,Algarve,Faro Outlet,1,2,2,68.58,62.48,68.58000000,6.10,0.000000000000,1,0,34.29000000,2022-01-12,0
37818,Dresses,D,Spring,Algarve,Faro Outlet,1,2,2,205.40,149.26,205.40000000,56.14,0.000000000000,1,0,102.70000000,2023-10-15,0
37820,Shoes,B,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,98.94,77.92,89.05000000,11.13,0.000000000000,1,10,44.52000000,2023-12-07,0
37823,Tops,D,Fall,Northern Portugal,Porto Center,0,1,1,42.18,49.98,42.18000000,-7.80,0.000000000000,1,0,42.18000000,2023-12-01,0
37826,Bottoms,D,Fall,Algarve,Faro Outlet,1,1,1,46.97,45.80,37.58000000,-8.22,0.000000000000,1,20,37.58000000,2020-10-07,0
37826,Bottoms,D,Fall,Northern Portugal,Porto Center,1,1,1,46.97,45.80,37.58000000,-8.22,0.000000000000,1,20,37.58000000,2024-03-16,0
37828,Bottoms,A,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,347.42,154.56,347.42000000,192.86,0.000000000000,1,0,173.71000000,2022-11-25,0
37828,Bottoms,A,Winter,Northern Portugal,Porto Center,1,3,3,521.13,231.84,521.13000000,289.29,0.000000000000,1,0,173.71000000,2023-12-01,0
37830,Bottoms,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,2,5,5,72.15,233.65,69.26000000,-164.39,0.000000000000,2,10,13.85000000,2024-06-08,53
37830,Bottoms,A,Fall,Northern Portugal,Porto Center,1,4,4,57.72,186.92,NULL,NULL,0.000000000000,1,NULL,NULL,2020-07-08,0
37831,Tops,B,Fall,Online,Online,1,4,4,190.88,144.96,190.88000000,45.92,0.000000000000,1,0,47.72000000,2022-02-27,0
37832,Shoes,C,Fall,Central Portugal,Coimbra Boutique,1,2,2,142.42,108.66,113.94000000,5.28,0.000000000000,1,20,56.97000000,2020-03-06,0
37835,Accessories,B,Winter,Online,Online,1,3,3,62.16,81.36,55.94000000,-25.42,0.000000000000,1,10,18.65000000,2024-03-29,0
37836,Shoes,A,Fall,Central Portugal,Coimbra Boutique,1,3,3,291.18,56.16,291.18000000,235.02,0.000000000000,1,0,97.06000000,2020-09-28,0
37836,Shoes,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,194.12,37.44,NULL,NULL,0.000000000000,1,NULL,NULL,2020-02-07,0
37837,Accessories,A,Fall,Central Portugal,Coimbra Boutique,1,1,1,57.90,73.18,52.11000000,-21.07,0.000000000000,1,10,52.11000000,2020-02-14,0
37838,Dresses,C,Winter,Algarve,Faro Outlet,1,3,3,145.23,233.70,116.18000000,-117.52,0.000000000000,1,20,38.73000000,2023-07-03,0
37838,Dresses,C,Winter,Central Portugal,Coimbra Boutique,1,1,1,48.41,77.90,NULL,NULL,0.000000000000,1,NULL,NULL,2023-04-29,0
37840,Shoes,A,Summer,Northern Portugal,Porto Center,1,2,2,307.04,65.82,307.04000000,241.22,0.000000000000,1,0,153.52000000,2023-08-06,0
37841,Shoes,D,Winter,Northern Portugal,Porto Center,1,2,2,73.64,121.74,66.28000000,-55.46,0.000000000000,1,10,33.14000000,2021-03-01,0
37844,Bottoms,A,Winter,Algarve,Faro Outlet,1,4,4,516.84,28.04,413.47000000,385.43,0.000000000000,1,20,103.37000000,2022-05-22,0
37847,Dresses,B,Fall,Central Portugal,Coimbra Boutique,1,3,3,257.43,161.22,257.43000000,96.21,0.000000000000,1,0,85.81000000,2023-04-09,0
37847,Dresses,B,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,257.43,161.22,205.94000000,44.72,0.000000000000,1,20,68.65000000,2020-01-31,0
37847,Dresses,B,Fall,Northern Portugal,Porto Center,1,2,2,171.62,107.48,137.30000000,29.82,0.000000000000,1,20,68.65000000,2020-05-18,0
37848,Tops,B,Winter,Northern Portugal,Porto Center,1,4,4,732.20,300.84,732.20000000,431.36,0.000000000000,1,0,183.05000000,2024-05-25,0
37849,Shoes,D,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,90.31,22.05,90.31000000,68.26,0.000000000000,1,0,90.31000000,2020-08-24,0
37850,Bottoms,D,Spring,Algarve,Faro Outlet,1,2,2,258.76,66.98,207.01000000,140.03,0.000000000000,1,20,103.50000000,2020-01-25,0
37850,Bottoms,D,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,517.52,133.96,517.52000000,383.56,0.000000000000,1,0,129.38000000,2021-02-21,0
37852,Accessories,D,Spring,Algarve,Faro Outlet,1,4,4,796.88,292.64,717.19000000,424.55,0.000000000000,1,10,179.30000000,2022-11-24,0
37854,Accessories,D,Spring,Central Portugal,Coimbra Boutique,1,4,4,617.20,201.64,617.20000000,415.56,0.000000000000,1,0,154.30000000,2020-09-23,0
37855,Dresses,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,371.02,103.54,371.02000000,267.48,0.000000000000,1,0,185.51000000,2020-01-04,0
37855,Dresses,B,Spring,Online,Online,2,5,4,927.55,207.08,742.04000000,534.96,20.000000000000,2,0,185.51000000,2024-06-24,43
37856,Bottoms,B,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,329.86,108.64,329.86000000,221.22,0.000000000000,1,0,164.93000000,2023-12-12,0
37857,Accessories,C,Winter,Central Portugal,Coimbra Boutique,1,1,1,143.01,56.73,143.01000000,86.28,0.000000000000,1,0,143.01000000,2024-12-12,0
37857,Accessories,C,Winter,Lisbon Metropolitan Area,Lisbon Flagship,0,4,3,572.04,170.19,429.03000000,258.84,25.000000000000,1,0,143.01000000,2022-09-13,0
37857,Accessories,C,Winter,Online,Online,2,6,6,858.06,340.38,829.46000000,489.08,0.000000000000,2,10,138.24000000,2024-04-08,40
37858,Bottoms,A,Spring,Northern Portugal,Porto Center,1,1,1,151.70,10.32,151.70000000,141.38,0.000000000000,1,0,151.70000000,2020-07-08,0
37859,Accessories,A,Spring,Algarve,Faro Outlet,1,3,3,575.19,113.49,460.15000000,346.66,0.000000000000,1,20,153.38000000,2020-04-01,0
37859,Accessories,A,Spring,Northern Portugal,Porto Center,1,2,2,383.46,75.66,NULL,NULL,0.000000000000,1,NULL,NULL,2021-11-16,0
37861,Accessories,D,Fall,Central Portugal,Coimbra Boutique,1,2,1,367.56,47.39,183.78000000,136.39,50.000000000000,1,0,183.78000000,2022-05-28,0
37862,Tops,D,Fall,Central Portugal,Coimbra Boutique,0,1,1,76.36,19.65,76.36000000,56.71,0.000000000000,1,0,76.36000000,2024-06-20,0
37862,Tops,D,Fall,Online,Online,2,5,5,381.80,98.25,381.80000000,283.55,0.000000000000,2,0,76.36000000,2022-09-26,32
37863,Dresses,D,Spring,Central Portugal,Coimbra Boutique,1,4,4,736.92,296.60,736.92000000,440.32,0.000000000000,1,0,184.23000000,2024-12-11,0
37863,Dresses,D,Spring,Online,Online,1,1,0,184.23,0.00,NULL,NULL,100.000000000000,1,NULL,NULL,2022-07-29,0
37864,Shoes,D,Summer,Northern Portugal,Porto Center,1,3,3,538.14,154.20,538.14000000,383.94,0.000000000000,1,0,179.38000000,2020-06-23,0
37865,Dresses,A,Fall,Online,Online,1,4,4,232.28,268.24,NULL,NULL,0.000000000000,1,NULL,NULL,2021-04-23,0
37866,Shoes,C,Winter,Algarve,Faro Outlet,1,4,4,203.84,238.28,183.46000000,-54.82,0.000000000000,1,10,45.86000000,2020-02-27,0
37869,Bottoms,B,Fall,Northern Portugal,Porto Center,1,3,3,85.05,16.38,NULL,NULL,0.000000000000,1,NULL,NULL,2020-10-22,0
37872,Shoes,A,Spring,Algarve,Faro Outlet,1,1,1,139.30,55.94,125.37000000,69.43,0.000000000000,1,10,125.37000000,2024-11-11,0
37872,Shoes,A,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,278.60,111.88,278.60000000,166.72,0.000000000000,1,0,139.30000000,2024-11-26,0
37872,Shoes,A,Spring,Northern Portugal,Porto Center,1,1,1,139.30,55.94,139.30000000,83.36,0.000000000000,1,0,139.30000000,2023-05-02,0
37872,Shoes,A,Spring,Online,Online,1,3,3,417.90,167.82,376.11000000,208.29,0.000000000000,1,10,125.37000000,2023-07-17,0
37873,Dresses,B,Winter,Online,Online,1,1,1,145.29,59.74,145.29000000,85.55,0.000000000000,1,0,145.29000000,2024-04-27,0
37874,Accessories,A,Fall,Algarve,Faro Outlet,1,3,3,535.74,32.19,535.74000000,503.55,0.000000000000,1,0,178.58000000,2023-03-18,0
